strain	Size_Factor	umap_1	umap_2	louvain_component	Cluster	strain.sys
1022	CSE2	1.00113622853562	14.0434950078689	14.186740577514	1	34	YNR010W
1023	HAP4	0.995666988804913	13.9260424582381	14.4285727288132	1	39	YKL109W
1024	SSK22	1.00599012500788	14.2182075184284	14.3630106090985	1	4	YCR073C
1025	PTH2	0.991513063218723	14.1145468817435	14.2915094073441	1	6	YBL057C
1026	ERT1	0.997716698633181	14.1676787266302	14.5998290619365	1	2	YBR239C
1027	SNF1	0.999090821807066	13.9522839105075	14.4592952857203	1	3	YDR477W
1028	SUB1	0.997577565075909	14.2897680880422	13.9898421437581	1	41	YMR039C
1029	JJJ1	0.99866481493583	14.0219248814132	14.0161809013969	1	14	YNL227C
1030	GTS1	0.996375565890402	14.1757861214742	14.6460017836008	1	2	YGL181W
1031	SSK2	1.00365354186565	14.2621697905883	14.3385363849268	1	47	YNR031C
1032	RRD1	0.999175449434685	14.3281842437453	14.4026294707515	1	1	YIL153W
1033	TMA20	0.996563467911048	14.0895735693546	13.9749095912314	1	18	YER007C-A
1034	MEP2	0.995414540288625	14.1537597148158	14.6498778221867	1	2	YNL142W
1035	GZF3	0.997817104293068	14.2715502640153	14.5357907517535	1	1	YJL110C
1036	CCE1	0.998108280706741	14.0381455450221	14.2439891800732	1	6	YKL011C
1037	RXT3	0.999713336898366	14.7603209885696	14.4218190245898	1	29	YDL076C
1038	PHO13	1.00389164671624	14.2268749569738	14.604542414881	1	1	YDL236W
1039	MCA1	0.995625392174388	14.397665407544	14.457422240102	1	49	YOR197W
1040	MDM30	0.994764772232498	14.0221995948051	14.4392425604419	1	3	YLR368W
1041	SFG1	0.997072668043333	13.8849772238414	14.4668700867408	1	3	YOR315W
1042	STE11	0.995646907672936	14.2189412182897	14.8671459011272	1	27	YLR362W
1043	HSE1	1.00715626502915	14.0336086629425	14.2477770563537	1	6	YHL002W
1044	GIS1	1.00034158945595	14.1992148093808	14.3709297230173	1	1	YDR096W
1045	IRS4	1.00064710953532	15.0300571817982	7.12351625860193	1	13	YKR019C
1046	RAD57	1.00159809457111	13.9676274820316	14.7430531744056	1	2	YDR004W
1047	CAD1	1.00432195668719	14.1764819562252	14.5147437492884	1	1	YDR423C
1048	NUP100	0.998525681378558	14.2356302889109	14.4684886573051	1	1	YKL068W
1049	YBR225W	0.99529979096304	14.0046445731074	14.6055144342917	1	2	YBR225W
1050	MSN4	1.00179890589088	14.0688051329865	14.4182727568796	1	3	YKL062W
1051	PAF1	1.01751526039636	14.3078848212229	13.8763632370551	1	45	YBR279W
1052	UBR1	0.993409295824021	0.00173561005833027	14.3391704212528	1	26	YGR184C
1053	TWF1	0.996422899987206	14.1057501784759	14.4958412711126	1	1	YGR080W
1054	CLA4	0.996517568180814	14.3970623376589	14.2939558389179	1	10	YNL298W
1055	MAM1	0.991266352168715	14.1607618125078	14.7383733322389	1	7	YER106W
1056	YKR023W	1.00051514781089	14.2316058720481	14.1978127763605	1	4	YKR023W
1057	RFM1	1.05068785605652	14.2210550657374	14.0822025609226	1	25	YOR279C
1058	VHR1	0.995344256326704	14.1962278924021	14.7003812533594	1	7	YIL056W
1059	HRD1	0.995447530719731	14.0333831277806	14.5189397537446	1	3	YOL013C
1060	UBX5	0.997046849445077	14.2926255230991	14.4064841203595	1	50	YDR330W
1061	SRC1	0.997038243245658	14.2651122230438	14.4650591394896	1	1	YML034W
1062	BUL1	1.00918015625916	14.130483925004	14.3647784474233	1	4	YMR275C
1063	CKI1	0.994325856062134	13.9808195581972	14.4277778200685	1	3	YLR133W
1064	MOT3	1.01983176240662	14.2048128675429	14.1987559185825	1	4	YMR070W
1065	KAP114	0.998443922484078	14.3619420703736	14.450189704099	1	28	YGL241W
1066	RRT14	0.998422406985531	14.2802921088986	14.5826510235598	1	23	YIL127C
1067	CCR4	1.04056696553989	14.0720008588275	14.2543097549295	1	6	YAL021C
1068	PUF6	0.997006687181122	14.0195115042397	14.0100686674104	1	14	YDR496C
1069	CAF4	0.999947138649246	14.2620030434406	14.4611869070661	1	1	YKR036C
1070	UBP1	0.995164960505477	14.0795887047456	14.5262513503602	1	1	YDL122W
1071	UBX3	0.994315815496146	14.1749587258921	14.3271603653717	1	4	YDL091C
1072	VPS3	0.999671740267842	14.4304227719718	14.2596785538635	1	10	YDR495C
1073	RTG2	1.00433199725318	14.2597478301565	14.5362610196676	1	1	YGL252C
1074	ASK10	1.00007910037367	15.0322519308827	7.12126565822118	1	13	YGR097W
1075	RTS3	0.995737272766834	14.3139914778369	14.4608188677097	1	1	YGR161C
1076	LTE1	0.997676536369226	14.2657632009296	14.5149038977089	1	1	YAL024C
1077	TOF2	0.991844401896351	14.2289885355079	14.6968052810338	1	35	YKR010C
1078	ECM30	1.00379984725577	14.1341875589128	14.6439399606013	1	1	YLR436C
1079	MKK1	1.00128827139203	14.1310344326137	14.3504229680719	1	4	YOR231W
1080	MRT4	0.996936403219201	14.0191489918345	14.0062369582052	1	14	YKL009W
1081	YGR250C	0.993316061996983	13.8929746123175	14.4925587870058	1	3	YGR250C
1082	PCI8	0.99655055861192	14.2063684812849	14.3499864177922	1	4	YIL071C
1083	WAR1	1.00005901924169	14.2493756445653	14.2014623172546	1	4	YML076C
1084	COQ8	0.993605804044086	14.1443962139772	14.3383582399775	1	4	YGL119W
1085	RTR2	1.00122659362952	14.2111299904581	14.458665407213	1	1	YDR066C
1086	RPA49	0.994667235305751	14.0172847324524	14.0076285863358	1	14	YNL248C
1087	NUP170	1.01250214923485	13.9723320073684	13.9623982544525	1	15	YBL079W
1088	CHZ1	0.996988040415714	14.3893583753445	14.4961992572357	1	1	YER030W
1089	CSM2	0.994698791370287	14.2292702328974	14.6907535241754	1	35	YIL132C
1090	ELP4	1.00937523011265	14.1031661923995	7.08222568491065	1	19	YPL101W
1091	YBR271W	0.995074595411579	13.8224801922344	14.5689911203886	1	5	YBR271W
1092	HOT1	0.993384911592334	13.8879626721378	14.5704704764256	1	5	YMR172W
1093	DCN1	0.996992343515424	13.9635373985244	14.4384016467775	1	3	YLR128W
1094	UBP3	1.00868099669286	14.1537092521354	13.9550763822327	1	31	YER151C
1095	YAP3	1.00367218863106	14.2012777700919	14.4903561773685	1	1	YHL009C
1096	ROM1	0.992848458495223	14.3433069957927	14.5561875210166	1	9	YGR070W
1097	CLU1	0.993234303102504	14.2338927757714	14.6204518427784	1	1	YMR012W
1098	HAA1	0.994825015628431	14.3642214652004	14.1372675613851	1	8	YPR008W
1099	SAM4	1.00574341395788	14.326733889011	14.1566973895683	1	8	YPL273W
1100	CST9	1.00575488889043	14.222717551969	14.3628856056233	1	4	YLR394W
1101	PTP1	0.99991988568442	14.1261388906725	14.3678571570416	1	4	YDL230W
1102	RPI1	0.998832635824499	14.2067621088092	14.3152165243052	1	4	YIL119C
1103	YCK2	0.999914148218141	14.0173472212615	14.5790568064775	1	2	YNL154C
1104	SLK19	0.99921704606521	14.2338975127887	14.4523827155877	1	1	YOR195W
1105	ATG2	0.994318684229285	14.3966709235008	14.498539798889	1	1	YNL242W
1106	UBS1	0.995841981526431	13.9684355313452	14.482235647127	1	3	YBR165W
1107	YMR031C	0.997822841759348	14.381697128929	14.8047529701306	1	11	YMR031C
1108	RNH202	0.99678866346251	14.3831776433632	14.7958125428607	1	11	YDR279W
1109	ISY1	0.993245778035062	14.2099892794471	14.7107099783678	1	7	YJR050W
1110	PPH21	0.998382244721576	14.2786131361918	14.3912236845241	1	1	YDL134C
1111	GAL83	1.00153067934232	14.13120416884	14.6497164739976	1	1	YER027C
1112	ELM1	0.990273770502402	14.3539843363178	14.4526100924202	1	28	YKL048C
1113	RCM1	1.01469099262039	13.9504809996373	13.9404918091385	1	15	YNL022C
1114	CKB2	0.994757600399649	14.0521394888812	14.1189599150283	1	17	YOR039W
1115	NUP157	0.995590967376713	14.0858761049455	14.5822352830593	1	1	YER105C
1116	EAF3	1.00139298015162	14.0559623847002	14.1056291931912	1	17	YPR023C
1117	SRX1	0.99428425943161	13.8966821868455	14.4761719753255	1	3	YKL086W
1118	NMD4	0.999825217490812	14.3999507184711	14.4453260491107	1	49	YLR363C
1119	NHP10	1.00136429282023	13.9204549187368	14.0127462509507	1	33	YDL002C
1120	NTG2	0.992055253782114	14.0897656926421	14.6236817852954	1	1	YOL043C
1121	ATG32	0.99921561169864	15.0315420815935	7.12201894740744	1	13	YIL146C
1122	BCS1	0.993648835041181	14.018341631612	14.6094663478978	1	2	YDR375C
1123	EGD2	0.995906528022072	13.9719979235315	14.4792647718818	1	3	YHR193C
1124	REX3	0.997084142975892	14.2172391396948	14.6840185197934	1	7	YLR107W
1125	UBP11	0.994614163742667	14.0336503464973	14.5866466666623	1	2	YKR098C
1126	PPH3	1.00138724268534	13.9576989057035	14.7910372156631	1	2	YDR075W
1127	PHO81	0.993721987736241	13.930210671503	14.6223954265152	1	2	YGR233C
1128	SPP1	0.999663134068423	14.3112797526061	13.8536718586583	1	30	YPL138C
1129	YBL055C	0.999723377464355	13.9154037585357	14.4325267937285	1	39	YBL055C
1130	IOC2	0.994783418997906	14.0193397602109	14.5809171924687	1	2	YLR095C
1131	PEX10	0.999410685552135	14.0377609707085	14.5158834880731	1	3	YDR265W
1132	MRE11	1.00961620369638	13.9644977925913	14.7910183503364	1	2	YMR224C
1133	TEC1	0.989570930883191	14.0346025458086	14.6483195710223	1	2	YBR083W
1134	EDS1	0.994746125467091	14.05067997169	14.6404537640629	1	2	YBR033W
1135	ASI2	0.994231187868526	14.1613715431771	14.3151630518605	1	4	YNL159C
1136	STM1	0.991914685858272	14.1813114798657	14.7419075195206	1	7	YLR150W
1137	YBR030W	0.993816655929849	14.3867657995456	14.7933445775094	1	11	YBR030W
1138	PPS1	0.998491256580882	14.2111241571005	14.3436105165591	1	4	YBR276C
1139	PUT1	1.00292201491505	14.1986433678778	14.4510067051343	1	1	YLR142W
1140	RCK2	1.00023544632978	14.2509344749283	14.3626722743575	1	20	YLR248W
1141	MGA1	0.996718379500589	14.2048714286613	14.331620546459	1	4	YGR249W
1142	SGF73	1.00350149900925	14.2592958897418	13.9742237321425	1	16	YGL066W
1143	AKL1	0.995176435438036	14.0453301007861	14.4030361923019	1	3	YBR059C
1144	TEL1	0.99326585916704	13.9916695929988	14.5659720475433	1	3	YBL088C
1145	BSD2	0.99553072398078	14.365702269234	14.4572585751184	1	28	YBR290W
1146	MET31	0.995774566297649	14.0891009794745	14.5207130117137	1	1	YPL038W
1147	CTH1	0.999891198353024	13.8250396916545	14.5455878965359	1	5	YDR151C
1148	PAU11	1.00364923876594	14.2706288003704	14.4330022744303	1	1	YGL261C
1149	ARR1	0.999337532857074	14.1598843886443	14.5072442440895	1	1	YPR199C
1150	YLR364W	0.996047095945914	13.9678308634925	14.4319586826177	1	3	YLR364W
1151	STE5	0.999086518707356	14.218213972356	14.8670931113094	1	27	YDR103W
1152	YDR026C	0.994100660510673	13.8926699745252	14.481887052296	1	3	YDR026C
1153	YHR202W	0.999265814528583	13.9842049224602	14.4718039488769	1	3	YHR202W
1154	OSH2	0.997009555914262	14.1371898246551	14.476380569574	1	1	YDL019C
1155	GCN20	0.997851529090744	14.2171300641818	14.6429570191592	1	48	YFR009W
1156	HEH2	0.990501834787003	14.09684967454	14.2834932155982	1	6	YDR458C
1157	PHO23	1.00654952797011	14.7609708494295	14.4216256136196	1	29	YNL097C
1158	CMS1	0.998504165880011	14.2276694313196	14.6971141593875	1	35	YLR003C
1159	IME2	0.998593096607339	14.1087785805563	14.4549542333793	1	1	YJL106W
1160	CAR2	1.00351584267495	15.0358846646738	7.11763557219529	1	13	YLR438W
1161	SIP3	0.999271551994863	14.200417918701	14.5191787559211	1	1	YNL257C
1162	CPR1	0.996574942843607	13.9617745868162	14.683994814021	1	2	YDR155C
1163	ZIP1	0.997739648498298	14.3035382664949	14.4448833345028	1	1	YDR285W
1164	NTH1	0.991738258770185	14.2183098297288	14.6431029772133	1	48	YDR001C
1165	ATG9	0.995741575866543	13.9486508147173	14.5398281798998	1	2	YDL149W
1166	DIN7	0.995133404440941	14.2296294808461	14.696688531139	1	35	YDR263C
1167	HNT3	0.997656455237249	14.0084779397516	14.7418062425035	1	2	YOR258W
1168	WTM1	1.00602311543899	14.1916548503251	14.4745275063083	1	1	YOR230W
1169	SCP160	0.99678722909594	14.300379813637	14.6414323201439	1	12	YJL080C
1170	YPR015C	0.995474783684558	14.080287663032	14.659169781652	1	2	YPR015C
1171	BRE1	1.00863079386292	14.3085470107393	13.8586838919235	1	30	YDL074C
1172	HAL9	0.992418148524278	14.0849820342929	14.6254233528253	1	1	YOL089C
1173	TIS11	1.00360190466914	14.0850548064633	14.5348585315627	1	1	YLR136C
1174	LCB4	0.998228767498606	14.057140060995	14.4556334678839	1	3	YOR171C
1175	MSC1	0.994061932613288	13.9963147272049	14.1144590814373	1	38	YML128C
1176	CUS2	0.998529984478267	14.2772169985861	14.5782060050652	1	23	YNL286W
1177	BDF2	1.00184910872082	14.3292923334622	14.5438784745298	1	9	YDL070W
1178	LEO1	0.989890794628261	14.3046773226527	13.8971138242797	1	42	YOR123C
1179	DIA1	0.997533099712245	14.3783121680364	14.4779331942374	1	1	YMR316W
1180	SAS2	0.993143938008605	14.2842300596806	14.3926125200899	1	1	YMR127C
1181	MND2	0.9952209008017	13.8510546462321	14.5195310741718	1	3	YIR025W
1182	PBP2	0.991924726424261	14.1211671272261	14.7143731614581	1	2	YBR233W
1183	SCS2	0.992679203239984	14.2913474178994	14.6293823823002	1	12	YER120W
1184	NVJ1	0.993554166847573	13.9259033367964	14.5143999949031	1	3	YHR195W
1185	DDR48	1.00417565129707	15.0280421497735	7.12549678693699	1	13	YMR173W
1186	MAL13	1.00192513014902	14.1362013187691	14.4709314275161	1	1	YGR288W
1187	GPG1	1.00014077813617	14.1628874094133	14.5884515736992	1	2	YGL121C
1188	SET1	1.00979406515104	14.3091909761847	13.8562133201784	1	30	YHR119W
1189	RSC1	0.992128406477175	13.9944310155404	14.0775931327604	1	38	YGR056W
1190	RCY1	1.01585139517538	14.4269290872227	14.2519039500022	1	10	YJL204C
1191	MRC1	1.00212020400252	13.9753421078064	14.7680046375607	1	2	YCL061C
1192	ACA1	1.00084074902224	14.1842430213185	14.5212458330796	1	1	YER045C
1193	MCM21	0.999882592153605	14.208184506867	14.7018266021627	1	7	YDR318W
1194	SRS2	0.991580478447505	14.021729822054	14.6809553451097	1	2	YJL092W
1195	RMD5	0.995649776406075	14.3709596551749	14.4763334476285	1	1	YDR255C
1196	YLR253W	0.992991895152205	14.0210831907436	14.3912907888222	1	3	YLR253W
1197	DER1	0.991918988957982	13.9900640699179	14.4940583736235	1	3	YBR201W
1198	RAD26	0.994660063472902	14.3691249814656	14.4621853213857	1	28	YJR035W
1199	PUT3	0.999389170053588	14.1138599676857	14.5931058070123	1	1	YKL015W
1200	MUB1	0.995895053089514	13.9884985632564	14.5395509092426	1	3	YMR100W
1201	GPR1	0.992033738283567	14.0680935590299	14.199715598994	1	6	YDL035C
1202	MDS3	1.0124189559738	14.2369607909007	14.2069518170454	1	4	YGL197W
1203	LRP1	1.02295581279568	14.0238444594356	14.0162595870819	1	14	YHR081W
1204	PNC1	1.00060694727136	14.3509586854309	14.4306815082729	1	1	YGL037C
1205	MPH1	0.994746125467091	14.1123163723152	14.6692665376102	1	2	YIR002C
1206	YER069W	0.999120943505032	14.3916467477501	14.449556102172	1	49	YER069W
1207	GLN3	1.00874697755507	14.0409212641058	14.7768097805797	1	2	YER040W
1208	TRI1	0.992093981679499	14.0214765571114	14.6477371454311	1	2	YMR233W
1209	NTO1	0.992129840843745	13.8543580228608	14.603760744962	1	5	YPR031W
1210	MAD2	0.995288316030481	14.4005255317374	14.495294466237	1	1	YJL030W
1211	CIN8	0.998522812645418	13.9627407366695	14.7802005748298	1	2	YEL061C
1212	HOG1	1.00037027678734	14.261233888349	14.3415301798892	1	47	YLR113W
1213	TEA1	0.997556049577362	14.0954751379403	14.4604897587754	1	1	YOR337W
1214	CAF120	0.993132463076047	14.3849764895003	14.7979784147565	1	11	YNL278W
1215	HAP2	0.993931405255435	14.3574498885622	14.1427109321424	1	8	YGL237C
1216	STP2	0.998449659950358	14.0973928283957	14.2741347310334	1	6	YHR006W
1217	NFI1	0.994086316844975	14.3393080636695	14.5144224595355	1	1	YOR156C
1218	SXM1	1.00181898702286	14.3374147460992	14.428944450218	1	1	YDR395W
1219	EST3	1.02831890940022	13.9647500904791	14.7917660130217	1	2	YIL009C-A
1220	SSN2	1.01816359408592	14.0404714715257	14.1825162026679	1	34	YDR443C
1221	JNM1	0.992624697310332	13.8465193141229	14.5806020256727	1	5	YMR294W
1222	BCK1	1.00500471517442	14.1934322557701	14.3652095160018	1	1	YJL095W
1223	TOS8	0.992065294348103	14.1056148321681	14.5743694760999	1	1	YGL096W
1224	RLF2	1.0188061903092	14.2116723789442	14.0990210643371	1	22	YPR018W
1225	RTT103	0.985462905027236	14.0807542954404	14.083297223057	1	17	YDR289C
1226	SMP1	1.0054522375442	14.2044297897079	14.5019849550674	1	1	YBR182C
1227	UPF3	1.09867458964974	14.0855825856982	13.9629867150866	1	18	YGR072W
1228	GPB2	1.0002440525292	14.2460113486524	14.2016934278497	1	4	YAL056W
1229	YPS1	0.995732969667125	13.9039226247726	14.450666467312	1	3	YLR120C
1230	RAD33	0.994245531534224	14.0551895023103	14.6508989907381	1	2	YML011C
1231	BRE5	1.01205892996478	14.1563400240152	13.9539645535818	1	31	YNR051C
1232	NPL3	1.01639358573877	14.0770825743418	14.0784546002189	1	17	YDR432W
1233	YML081W	1.00296504591214	14.1997699298938	14.4904159175698	1	1	YML081W
1234	NGL2	0.994627073041796	13.8684499358082	14.5763771026565	1	5	YMR285C
1235	DBF20	1.00010491897193	14.1124743125409	14.4853521080844	1	1	YPR111W
1236	SDC1	1.00945125154085	14.3100610152657	13.855323960686	1	30	YDR469W
1237	CWC21	0.994211106736549	13.8863902823213	14.6378305734795	1	2	YDR482C
1238	PAC11	0.994162338273175	14.1459145831789	14.7196517708915	1	37	YDR488C
1239	CAF40	1.00021679956437	14.3705830933245	14.4987639901291	1	1	YNL288W
1240	CDH1	0.992788215099291	14.2595125720854	14.6418286574904	1	12	YGL003C
1241	YDR034W-B	0.997008121547692	14.3715657037958	14.501725680939	1	1	YDR034W-B
1242	YLR419W	0.99608438947673	13.9587390223243	14.493239965963	1	3	YLR419W
1243	ECM23	0.995157788672628	14.3830006361256	14.5176278688535	1	1	YPL021W
1244	IST3	0.992418148524278	14.1752751855421	13.9386182877499	1	31	YIR005W
1245	PFK26	0.994384665091497	14.3686010342502	14.1483221050163	1	8	YIL107C
1246	TIF4631	1.00616224899626	14.3292805219473	14.4009618337892	1	1	YGR162W
1247	THP2	0.996090126943009	14.1082319618517	14.0996744469315	1	17	YHR167W
1248	NEW1	0.992075334914092	13.9565371521995	13.9784680427985	1	15	YPL226W
1249	YML119W	0.996996646615133	13.8834014002044	14.4585838643206	1	3	YML119W
1250	GSY2	0.992431057823406	14.1601822415384	14.5836330962039	1	2	YLR258W
1251	ERG2	1.01611818735736	14.419185160203	14.2406741574149	1	10	YMR202W
1252	CHO2	1.02109257062149	14.3951837896536	14.2343356765503	1	32	YGR157W
1253	YOR338W	1.0004104390513	14.3837769070859	14.8064682254943	1	11	YOR338W
1254	ITT1	0.991157340309409	0.00220294060797983	14.339639696255	1	26	YML068W
1255	RRI1	0.991445647989942	14.2774183321661	14.3814347726364	1	1	YDL216C
1256	TAN1	0.989249632771553	14.0012142201082	14.6075990115231	1	2	YGL232W
1257	YAL027W	0.999195530566662	14.3837258755497	14.8009236397768	1	11	YAL027W
1258	URC2	0.990022756352684	14.3653692300233	14.1333683858826	1	8	YDR520C
1259	LGE1	1.00306545157203	14.3069592618163	13.8620308532489	1	30	YPL055C
1260	MAL33	0.993324668196402	13.9006662459754	14.6409201017007	1	2	YBR297W
1261	MAD3	0.997551746477652	14.1850631045179	14.6385526686825	1	2	YJL013C
1262	YLR271W	0.990721292872185	14.0429804710151	14.647650513865	1	2	YLR271W
1263	URA7	0.998611743372747	13.9972088211289	14.7638679182211	1	2	YBL039C
1264	ISW2	1.0011563096676	13.9956610110541	14.7209694063975	1	2	YOR304W
1265	YAP5	0.994341634094402	13.9322026183253	14.5193023734567	1	3	YIR018W
1266	MSN1	0.997895994454408	13.9348899344711	14.5124566180228	1	3	YOL116W
1267	SNF4	0.998892879220431	14.1591548569446	14.5831530232844	1	2	YGL115W
1268	RGP1	1.0071677399617	14.4201223035822	14.2437167498617	1	10	YDR137W
1269	NUP120	1.0030668859386	14.0990853191848	14.0909147399762	1	17	YKL057C
1270	RAD1	1.00219765979729	14.2325639700061	14.1969257853768	1	4	YPL022W
1271	PBP1	1.00164542866791	14.265718623321	14.4557991186914	1	1	YGR178C
1272	RIF2	1.00066719066729	14.3052656022871	14.442190019514	1	1	YLR453C
1273	SAP190	1.00356174240518	14.1201690645628	14.3650631235487	1	4	YKR028W
1274	CRT10	0.99733802585875	14.2539316002828	14.4414428119134	1	1	YOL063C
1275	STP4	0.994817843795581	13.8927694622323	14.5883361063157	1	5	YDL048C
1276	ZDS1	1.00733699521694	14.0750709528661	14.4125789861442	1	3	YMR273C
1277	NAP1	0.996453021685173	14.2753562402529	14.5651042011428	1	23	YKR048C
1278	CYC8	1.36020838379072	14.2086846035104	14.1710657871177	1	44	YBR112C
1279	PAN2	0.998947385150084	14.3494588919566	14.4910654060877	1	1	YGL094C
1280	YAL044W-A	0.998732230164612	13.8912195887624	14.4617464956828	1	3	YAL044W-A
1281	SPT21	1.03573745329932	14.2121737167275	14.0981081335291	1	22	YMR179W
1282	NPR1	1.00209008230455	14.0904962482823	14.3208082526537	1	4	YNL183C
1283	TRF5	0.996543386779071	13.8851371860909	14.6296638728331	1	5	YNL299W
1284	RTT102	0.994305774930157	13.910222371729	14.6208169861416	1	2	YGR275W
1285	BUD20	1.00275562839295	14.0176904597981	14.0081910037173	1	14	YLR074C
1286	PIB2	0.995032998781054	14.4171877109938	14.32727986646	1	46	YGL023C
1287	CHK1	1.00767550572742	14.2020167551406	14.3737235289679	1	1	YBR274W
1288	RTG3	1.01018421285803	14.2524457903182	14.5363891053069	1	1	YBL103C
1289	TMA23	1.00503053377268	14.0170742247799	14.0072726196509	1	14	YMR269W
1290	KAP123	0.999709033798657	14.3198054322874	14.4355569954617	1	1	YER110C
1291	RPL16A	1.00731404535183	13.9495557608585	13.9401039322291	1	15	YIL133C
1292	YAF9	0.993300283964715	13.92383896946	14.1219241605178	1	24	YNL107W
1293	CNN1	0.991142996643711	14.0291533746615	14.634169872669	1	2	YFR046C
1294	DDC1	0.992836983562664	14.1527332507341	14.7165936435102	1	37	YPL194W
1295	YJL206C	1.0017171469964	15.0360940863489	7.11739793527273	1	13	YJL206C
1296	YPL199C	0.991738258770185	14.3858748679427	14.7977527755198	1	11	YPL199C
1297	CUE5	0.993895546091189	13.9987290701405	14.5157272285577	1	3	YOR042W
1298	MBF1	0.995780303763928	14.3691418402828	14.531191418196	1	9	YOR298C-A
1299	GAL80	0.999714771264936	14.1169710555415	14.594831322466	1	1	YML051W
1300	SWH1	0.994450645953708	13.8963757494003	14.5768762891307	1	5	YAR042W
1301	DID4	1.00049219794578	14.0342114749032	14.248146088622	1	6	YKL002W
1302	PHO2	0.99960289067249	14.0562568968594	14.6428515222664	1	2	YDL106C
1303	HPC2	0.994723175601974	14.0227457506679	14.6322654262108	1	2	YBR215W
1304	ATG8	0.996579245943316	14.1731483785252	14.6488238461701	1	2	YBL078C
1305	YPT6	1.00991885504261	14.4215366238876	14.2436896930115	1	10	YLR262C
1306	DPB4	0.997081274242752	13.9947316765136	14.7290199777191	1	2	YDR121W
1307	ECM22	0.99380804973043	14.237708019187	14.5363828996073	1	1	YLR228C
1308	SIW14	0.998879969921303	14.0592406915954	14.7779622203629	1	2	YNL032W
1309	SET4	1.00343838688018	14.237403174538	14.2046429865169	1	4	YJL105W
1310	HDA1	1.0137357044849	14.205502827565	14.1604679312614	1	44	YNL021W
1311	MAE1	0.995877840690676	13.8501069531637	14.5202442331675	1	3	YKL029C
1312	PTP2	1.00303676424063	14.0304337695058	14.4017474339846	1	3	YOR208W
1313	SET2	1.01602065043061	14.0569874085425	14.1048312488251	1	17	YJL168C
1314	ZWF1	1.00356317677175	13.8848053052774	14.5149269001687	1	3	YNL241C
1315	KSP1	1.00084935522166	14.0864122049893	14.3678751328847	1	4	YHR082C
1316	JHD2	1.00340109334937	14.0834757300054	14.3924479035657	1	3	YJR119C
1317	DEF1	1.00561432096659	14.3200428830389	14.3922803496771	1	1	YKL054C
1318	NKP1	0.990881941928004	14.0604691098271	14.6966777332218	1	2	YDR383C
1319	STE23	0.995028695681344	14.2175719513632	14.4274401058974	1	1	YLR389C
1320	MET10	0.994783418997906	14.2220669464251	14.563708994392	1	1	YFR030W
1321	NOT3	1.00353018634065	13.9946482150257	14.5535022734374	1	3	YIL038C
1322	POC4	1.00786914521434	14.1282322489687	14.1776828108079	1	4	YPL144W
1323	RIF1	0.99647166845058	14.2221993346828	14.5482262703977	1	1	YBR275C
1324	SOH1	0.999065003208809	14.2748479107147	13.9370068951114	1	16	YGL127C
1325	ELC1	0.993849646360955	14.0481090576612	14.4574908751393	1	3	YPL046C
1326	PAC1	0.996514699447675	14.153968640035	14.7221260660564	1	37	YOR269W
1327	YHL010C	0.997048283811647	14.0779508551413	14.3208984835256	1	4	YHL010C
1328	SIP2	1.00290767124935	14.0675811621728	14.4395164800213	1	3	YGL208W
1329	PIB1	0.999825217490812	14.030081916036	14.5221723440268	1	3	YDR313C
1330	KIN82	1.00319454456331	14.2534675173826	14.3711439023954	1	20	YCR091W
1331	HCS1	0.99717450806979	13.8846563581447	14.6298796656932	1	5	YKL017C
1332	GAT1	0.994442039754289	14.0238142519	14.5701488557021	1	2	YFL021W
1333	NHP6A	0.995679898104041	13.8463799754817	14.5528776077177	1	5	YPR052C
1334	NHP6B	0.996646661172098	14.0968985754527	14.4567064747125	1	1	YBR089C-A
1335	MAD1	0.99216856874113	14.0363193222151	14.651215522788	1	2	YGL086W
1336	SLA1	0.999558425308826	14.4307357460873	14.2625296177355	1	10	YBL007C
1337	RIM15	1.00862792512978	14.2560799100488	14.3699629577655	1	20	YFL033C
1338	PTK2	0.99733515712561	14.332200572513	14.4585029006267	1	1	YJR059W
1339	SET6	0.995348559426414	13.961109082422	14.565444687193	1	2	YPL165C
1340	FKH1	0.998907222886129	15.0337077052614	7.11981468291688	1	13	YIL131C
1341	YMR291W	0.998990416147179	14.0267170945779	14.3886150980203	1	3	YMR291W
1342	REX4	0.997972015882609	14.314039365152	14.4697010855175	1	1	YOL080C
1343	ARK1	1.00363632946682	14.0679039128508	14.3879160466483	1	3	YNL020C
1344	SAK1	0.998709280299494	14.2504590355979	14.3570222744898	1	20	YER129W
1345	IRC25	0.997999268847435	14.1337740731498	14.1836304670558	1	4	YLR021W
1346	RIM11	1.00454141477237	14.1980836448043	14.3670727152434	1	1	YMR139W
1347	RKR1	0.998174261568953	14.0807706940016	14.3248425158932	1	4	YMR247C
1348	MCM16	0.996298110095632	14.1649532661176	14.6806912719069	1	2	YPR046W
1349	YMR209C	0.999498181912894	14.2343287675381	14.4221474302115	1	1	YMR209C
1350	DIG1	1.02107679258922	14.2223415693172	14.186484302807	1	4	YPL049C
1351	SDC25	0.998986113047469	14.0671265584787	14.4275569385348	1	3	YLL016W
1352	RRP8	0.997979187715458	13.9687946965512	13.9671687256902	1	15	YDR083W
1353	HUL5	0.995552239479328	13.9509190703134	14.4603940668878	1	3	YGL141W
1354	PIN4	1.00367792609734	14.2426637253857	14.220107248555	1	4	YBL051C
